"Wojewodztwo";"Okres";"Rok";"Wynagrodzenie brutto";"Jednostka miary"
"PODKARPACKIE";"rok";"2011";3120.68;"zł"
"PODKARPACKIE";"rok";"2012";3236.61;"zł"
"PODKARPACKIE";"rok";"2013";3371.45;"zł"
"PODKARPACKIE";"rok";"2014";3496.79;"zł"
"PODKARPACKIE";"rok";"2015";3606.86;"zł"
"PODKARPACKIE";"rok";"2016";3750.43;"zł"
"PODKARPACKIE";"rok";"2017";3920.08;"zł"
"PODKARPACKIE";"rok";"2018";4190.18;"zł"
"PODKARPACKIE";"rok";"2019";4487.03;"zł"
"PODKARPACKIE";"rok";"2020";4769.69;"zł"
"PODKARPACKIE";"rok";"2021";5241.23;"zł"
"PODKARPACKIE";"rok";"2022";5760.79;"zł"
"PODKARPACKIE";"rok";"2023";;"zł"
"PODLASKIE";"I kwartał";"2005";2324.20;"zł"
"PODLASKIE";"I kwartał";"2006";2420.45;"zł"
"PODLASKIE";"I kwartał";"2007";2612.34;"zł"
"PODLASKIE";"I kwartał";"2008";2862.47;"zł"
"PODLASKIE";"I kwartał";"2009";3050.38;"zł"
"PODLASKIE";"I kwartał";"2010";3253.18;"zł"
"PODLASKIE";"I kwartał";"2011";3371.95;"zł"
"PODLASKIE";"I kwartał";"2012";3562.61;"zł"
"PODLASKIE";"I kwartał";"2013";3643.70;"zł"
"PODLASKIE";"I kwartał";"2014";3738.64;"zł"
"PODLASKIE";"I kwartał";"2015";3870.52;"zł"
"PODLASKIE";"I kwartał";"2016";3966.40;"zł"
"PODLASKIE";"I kwartał";"2017";4142.86;"zł"
"PODLASKIE";"I kwartał";"2018";4372.27;"zł"
"PODLASKIE";"I kwartał";"2019";4678.78;"zł"
"PODLASKIE";"I kwartał";"2020";5065.04;"zł"
"PODLASKIE";"I kwartał";"2021";5440.95;"zł"
"PODLASKIE";"I kwartał";"2022";5985.13;"zł"
"PODLASKIE";"I kwartał";"2023";6803.21;"zł"
"PODLASKIE";"II kwartał";"2005";2119.88;"zł"
"PODLASKIE";"II kwartał";"2006";2212.47;"zł"
"PODLASKIE";"II kwartał";"2007";2489.68;"zł"
"PODLASKIE";"II kwartał";"2008";2769.12;"zł"
"PODLASKIE";"II kwartał";"2009";2874.55;"zł"
"PODLASKIE";"II kwartał";"2010";2981.48;"zł"
"PODLASKIE";"II kwartał";"2011";3132.36;"zł"
"PODLASKIE";"II kwartał";"2012";3394.38;"zł"
"PODLASKIE";"II kwartał";"2013";3320.67;"zł"
"PODLASKIE";"II kwartał";"2014";3450.31;"zł"
"PODLASKIE";"II kwartał";"2015";3560.66;"zł"
"PODLASKIE";"II kwartał";"2016";3726.28;"zł"
"PODLASKIE";"II kwartał";"2017";3908.71;"zł"
"PODLASKIE";"II kwartał";"2018";4153.52;"zł"
"PODLASKIE";"II kwartał";"2019";4449.20;"zł"
"PODLASKIE";"II kwartał";"2020";4658.54;"zł"
"PODLASKIE";"II kwartał";"2021";5223.37;"zł"
"PODLASKIE";"II kwartał";"2022";5856.87;"zł"
"PODLASKIE";"II kwartał";"2023";;"zł"
"PODLASKIE";"III kwartał";"2005";2204.72;"zł"
"PODLASKIE";"III kwartał";"2006";2302.21;"zł"
"PODLASKIE";"III kwartał";"2007";2578.20;"zł"
"PODLASKIE";"III kwartał";"2008";2846.19;"zł"
"PODLASKIE";"III kwartał";"2009";2963.30;"zł"
"PODLASKIE";"III kwartał";"2010";3071.75;"zł"
"PODLASKIE";"III kwartał";"2011";3221.69;"zł"
"PODLASKIE";"III kwartał";"2012";3338.28;"zł"
"PODLASKIE";"III kwartał";"2013";3425.58;"zł"
"PODLASKIE";"III kwartał";"2014";3573.39;"zł"
"PODLASKIE";"III kwartał";"2015";3672.22;"zł"
"PODLASKIE";"III kwartał";"2016";3809.92;"zł"
"PODLASKIE";"III kwartał";"2017";4043.86;"zł"
"PODLASKIE";"III kwartał";"2018";4330.30;"zł"
"PODLASKIE";"III kwartał";"2019";4644.56;"zł"
"PODLASKIE";"III kwartał";"2020";4965.48;"zł"
"PODLASKIE";"III kwartał";"2021";5438.15;"zł"
"PODLASKIE";"III kwartał";"2022";6117.34;"zł"
"PODLASKIE";"III kwartał";"2023";;"zł"
"PODLASKIE";"IV kwartał";"2005";2265.49;"zł"
"PODLASKIE";"IV kwartał";"2006";2534.72;"zł"
"PODLASKIE";"IV kwartał";"2007";2746.72;"zł"
"PODLASKIE";"IV kwartał";"2008";2934.32;"zł"
"PODLASKIE";"IV kwartał";"2009";3048.42;"zł"
"PODLASKIE";"IV kwartał";"2010";3234.87;"zł"
"PODLASKIE";"IV kwartał";"2011";3382.83;"zł"
"PODLASKIE";"IV kwartał";"2012";3477.54;"zł"
"PODLASKIE";"IV kwartał";"2013";3593.51;"zł"
"PODLASKIE";"IV kwartał";"2014";3716.84;"zł"
"PODLASKIE";"IV kwartał";"2015";3827.16;"zł"
"PODLASKIE";"IV kwartał";"2016";3984.65;"zł"
"PODLASKIE";"IV kwartał";"2017";4309.67;"zł"
"PODLASKIE";"IV kwartał";"2018";4559.54;"zł"
"PODLASKIE";"IV kwartał";"2019";4886.70;"zł"
"PODLASKIE";"IV kwartał";"2020";5321.26;"zł"
"PODLASKIE";"IV kwartał";"2021";5835.07;"zł"
"PODLASKIE";"IV kwartał";"2022";6265.70;"zł"
"PODLASKIE";"IV kwartał";"2023";;"zł"
"PODLASKIE";"rok";"2005";2228.62;"zł"
"PODLASKIE";"rok";"2006";2367.04;"zł"
"PODLASKIE";"rok";"2007";2607.33;"zł"
"PODLASKIE";"rok";"2008";2852.70;"zł"
"PODLASKIE";"rok";"2009";2984.06;"zł"
"PODLASKIE";"rok";"2010";3134.97;"zł"
"PODLASKIE";"rok";"2011";3277.42;"zł"
"PODLASKIE";"rok";"2012";3401.29;"zł"
"PODLASKIE";"rok";"2013";3496.27;"zł"
"PODLASKIE";"rok";"2014";3620.05;"zł"
"PODLASKIE";"rok";"2015";3732.88;"zł"
"PODLASKIE";"rok";"2016";3871.97;"zł"
"PODLASKIE";"rok";"2017";4101.80;"zł"
"PODLASKIE";"rok";"2018";4354.63;"zł"
"PODLASKIE";"rok";"2019";4665.49;"zł"
"PODLASKIE";"rok";"2020";5004.18;"zł"
"PODLASKIE";"rok";"2021";5485.72;"zł"
"PODLASKIE";"rok";"2022";6058.40;"zł"
"PODLASKIE";"rok";"2023";;"zł"
"POMORSKIE";"I kwartał";"2005";2592.07;"zł"
"POMORSKIE";"I kwartał";"2006";2715.89;"zł"
"POMORSKIE";"I kwartał";"2007";2970.87;"zł"
"POMORSKIE";"I kwartał";"2008";3257.78;"zł"
"POMORSKIE";"I kwartał";"2009";3464.51;"zł"
"POMORSKIE";"I kwartał";"2010";3595.65;"zł"
"POMORSKIE";"I kwartał";"2011";3683.97;"zł"
"POMORSKIE";"I kwartał";"2012";3913.97;"zł"
"POMORSKIE";"I kwartał";"2013";4037.70;"zł"
"POMORSKIE";"I kwartał";"2014";4204.25;"zł"
"POMORSKIE";"I kwartał";"2015";4376.77;"zł"
"POMORSKIE";"I kwartał";"2016";4491.63;"zł"
"POMORSKIE";"I kwartał";"2017";4697.92;"zł"
"POMORSKIE";"I kwartał";"2018";4948.06;"zł"
"POMORSKIE";"I kwartał";"2019";5307.46;"zł"
"POMORSKIE";"I kwartał";"2020";5735.65;"zł"
"POMORSKIE";"I kwartał";"2021";6076.10;"zł"
"POMORSKIE";"I kwartał";"2022";6736.37;"zł"
"POMORSKIE";"I kwartał";"2023";7561.75;"zł"
"POMORSKIE";"II kwartał";"2005";2486.46;"zł"
"POMORSKIE";"II kwartał";"2006";2607.84;"zł"
"POMORSKIE";"II kwartał";"2007";2900.61;"zł"
"POMORSKIE";"II kwartał";"2008";3238.92;"zł"
"POMORSKIE";"II kwartał";"2009";3372.05;"zł"
"POMORSKIE";"II kwartał";"2010";3382.99;"zł"
"POMORSKIE";"II kwartał";"2011";3627.68;"zł"
"POMORSKIE";"II kwartał";"2012";3801.40;"zł"
"POMORSKIE";"II kwartał";"2013";3847.26;"zł"
"POMORSKIE";"II kwartał";"2014";3973.72;"zł"
"POMORSKIE";"II kwartał";"2015";4128.89;"zł"
"POMORSKIE";"II kwartał";"2016";4333.06;"zł"
"POMORSKIE";"II kwartał";"2017";4501.59;"zł"
"POMORSKIE";"II kwartał";"2018";4762.92;"zł"
"POMORSKIE";"II kwartał";"2019";5108.71;"zł"
"POMORSKIE";"II kwartał";"2020";5289.70;"zł"
"POMORSKIE";"II kwartał";"2021";5880.11;"zł"
"POMORSKIE";"II kwartał";"2022";6637.75;"zł"
"POMORSKIE";"II kwartał";"2023";;"zł"
"POMORSKIE";"III kwartał";"2005";2543.27;"zł"
"POMORSKIE";"III kwartał";"2006";2671.13;"zł"
"POMORSKIE";"III kwartał";"2007";3018.36;"zł"
"POMORSKIE";"III kwartał";"2008";3254.83;"zł"
"POMORSKIE";"III kwartał";"2009";3352.86;"zł"
"POMORSKIE";"III kwartał";"2010";3447.73;"zł"
"POMORSKIE";"III kwartał";"2011";3653.36;"zł"
"POMORSKIE";"III kwartał";"2012";3737.29;"zł"
"POMORSKIE";"III kwartał";"2013";3883.61;"zł"
"POMORSKIE";"III kwartał";"2014";4059.20;"zł"
"POMORSKIE";"III kwartał";"2015";4193.17;"zł"
"POMORSKIE";"III kwartał";"2016";4352.28;"zł"
"POMORSKIE";"III kwartał";"2017";4544.14;"zł"
"POMORSKIE";"III kwartał";"2018";4868.64;"zł"
"POMORSKIE";"III kwartał";"2019";5289.88;"zł"
"POMORSKIE";"III kwartał";"2020";5537.91;"zł"
"POMORSKIE";"III kwartał";"2021";6013.84;"zł"
"POMORSKIE";"III kwartał";"2022";6839.59;"zł"
"POMORSKIE";"III kwartał";"2023";;"zł"
"POMORSKIE";"IV kwartał";"2005";2593.37;"zł"
"POMORSKIE";"IV kwartał";"2006";2850.24;"zł"
"POMORSKIE";"IV kwartał";"2007";3171.92;"zł"
"POMORSKIE";"IV kwartał";"2008";3357.18;"zł"
"POMORSKIE";"IV kwartał";"2009";3485.23;"zł"
"POMORSKIE";"IV kwartał";"2010";3573.47;"zł"
"POMORSKIE";"IV kwartał";"2011";3731.85;"zł"
"POMORSKIE";"IV kwartał";"2012";3836.23;"zł"
"POMORSKIE";"IV kwartał";"2013";3957.92;"zł"
"POMORSKIE";"IV kwartał";"2014";4164.33;"zł"
"POMORSKIE";"IV kwartał";"2015";4350.00;"zł"
"POMORSKIE";"IV kwartał";"2016";4467.88;"zł"
"POMORSKIE";"IV kwartał";"2017";4779.32;"zł"
"POMORSKIE";"IV kwartał";"2018";5097.63;"zł"
"POMORSKIE";"IV kwartał";"2019";5458.61;"zł"
"POMORSKIE";"IV kwartał";"2020";5772.86;"zł"
"POMORSKIE";"IV kwartał";"2021";6451.50;"zł"
"POMORSKIE";"IV kwartał";"2022";7166.76;"zł"
"POMORSKIE";"IV kwartał";"2023";;"zł"
"POMORSKIE";"rok";"2005";2553.97;"zł"
"POMORSKIE";"rok";"2006";2711.62;"zł"
"POMORSKIE";"rok";"2007";3016.27;"zł"
"POMORSKIE";"rok";"2008";3277.60;"zł"
"POMORSKIE";"rok";"2009";3418.71;"zł"
"POMORSKIE";"rok";"2010";3500.05;"zł"
"POMORSKIE";"rok";"2011";3674.60;"zł"
"POMORSKIE";"rok";"2012";3794.29;"zł"
"POMORSKIE";"rok";"2013";3931.77;"zł"
"POMORSKIE";"rok";"2014";4100.07;"zł"
"POMORSKIE";"rok";"2015";4262.40;"zł"
"POMORSKIE";"rok";"2016";4411.37;"zł"
"POMORSKIE";"rok";"2017";4630.76;"zł"
"POMORSKIE";"rok";"2018";4919.94;"zł"
"POMORSKIE";"rok";"2019";5291.60;"zł"
"POMORSKIE";"rok";"2020";5585.24;"zł"
"POMORSKIE";"rok";"2021";6105.36;"zł"
"POMORSKIE";"rok";"2022";6847.09;"zł"
"POMORSKIE";"rok";"2023";;"zł"
"ŚLĄSKIE";"I kwartał";"2005";2636.98;"zł"
"ŚLĄSKIE";"I kwartał";"2006";2755.41;"zł"
"ŚLĄSKIE";"I kwartał";"2007";2946.28;"zł"
"ŚLĄSKIE";"I kwartał";"2008";3277.55;"zł"
"ŚLĄSKIE";"I kwartał";"2009";3525.10;"zł"
"ŚLĄSKIE";"I kwartał";"2010";3648.67;"zł"
"ŚLĄSKIE";"I kwartał";"2011";3799.45;"zł"
"ŚLĄSKIE";"I kwartał";"2012";4003.08;"zł"
"ŚLĄSKIE";"I kwartał";"2013";4083.37;"zł"
"ŚLĄSKIE";"I kwartał";"2014";4225.99;"zł"
"ŚLĄSKIE";"I kwartał";"2015";4361.27;"zł"
"ŚLĄSKIE";"I kwartał";"2016";4392.66;"zł"
"ŚLĄSKIE";"I kwartał";"2017";4551.64;"zł"
"ŚLĄSKIE";"I kwartał";"2018";4811.88;"zł"
"ŚLĄSKIE";"I kwartał";"2019";5206.73;"zł"
"ŚLĄSKIE";"I kwartał";"2020";5549.14;"zł"
"ŚLĄSKIE";"I kwartał";"2021";5908.69;"zł"
"ŚLĄSKIE";"I kwartał";"2022";6554.53;"zł"
"ŚLĄSKIE";"I kwartał";"2023";7421.22;"zł"
"ŚLĄSKIE";"II kwartał";"2005";2486.07;"zł"
"ŚLĄSKIE";"II kwartał";"2006";2594.63;"zł"
"ŚLĄSKIE";"II kwartał";"2007";2824.02;"zł"
"ŚLĄSKIE";"II kwartał";"2008";3218.55;"zł"
"ŚLĄSKIE";"II kwartał";"2009";3323.60;"zł"
"ŚLĄSKIE";"II kwartał";"2010";3446.68;"zł"
"ŚLĄSKIE";"II kwartał";"2011";3719.88;"zł"
"ŚLĄSKIE";"II kwartał";"2012";3929.91;"zł"
"ŚLĄSKIE";"II kwartał";"2013";3883.31;"zł"
"ŚLĄSKIE";"II kwartał";"2014";4009.28;"zł"
"ŚLĄSKIE";"II kwartał";"2015";4097.63;"zł"
"ŚLĄSKIE";"II kwartał";"2016";4222.45;"zł"
"ŚLĄSKIE";"II kwartał";"2017";4373.41;"zł"
"ŚLĄSKIE";"II kwartał";"2018";4782.22;"zł"
"ŚLĄSKIE";"II kwartał";"2019";5068.23;"zł"
"ŚLĄSKIE";"II kwartał";"2020";5143.98;"zł"
"ŚLĄSKIE";"II kwartał";"2021";5715.00;"zł"
"ŚLĄSKIE";"II kwartał";"2022";6394.41;"zł"
"ŚLĄSKIE";"II kwartał";"2023";;"zł"
"ŚLĄSKIE";"III kwartał";"2005";2580.96;"zł"
"ŚLĄSKIE";"III kwartał";"2006";2715.85;"zł"
"ŚLĄSKIE";"III kwartał";"2007";2944.87;"zł"
"ŚLĄSKIE";"III kwartał";"2008";3298.19;"zł"
"ŚLĄSKIE";"III kwartał";"2009";3402.03;"zł"
"ŚLĄSKIE";"III kwartał";"2010";3524.17;"zł"
"ŚLĄSKIE";"III kwartał";"2011";3775.52;"zł"
"ŚLĄSKIE";"III kwartał";"2012";3859.13;"zł"
"ŚLĄSKIE";"III kwartał";"2013";4005.61;"zł"
"ŚLĄSKIE";"III kwartał";"2014";4058.07;"zł"
"ŚLĄSKIE";"III kwartał";"2015";4150.77;"zł"
"ŚLĄSKIE";"III kwartał";"2016";4269.12;"zł"
"ŚLĄSKIE";"III kwartał";"2017";4455.10;"zł"
"ŚLĄSKIE";"III kwartał";"2018";4778.44;"zł"
"ŚLĄSKIE";"III kwartał";"2019";5200.35;"zł"
"ŚLĄSKIE";"III kwartał";"2020";5384.56;"zł"
"ŚLĄSKIE";"III kwartał";"2021";5846.28;"zł"
"ŚLĄSKIE";"III kwartał";"2022";6842.05;"zł"
"ŚLĄSKIE";"III kwartał";"2023";;"zł"
"ŚLĄSKIE";"IV kwartał";"2005";2785.98;"zł"
"ŚLĄSKIE";"IV kwartał";"2006";3029.49;"zł"
"ŚLĄSKIE";"IV kwartał";"2007";3271.60;"zł"
"ŚLĄSKIE";"IV kwartał";"2008";3594.27;"zł"
"ŚLĄSKIE";"IV kwartał";"2009";3684.93;"zł"
"ŚLĄSKIE";"IV kwartał";"2010";3913.18;"zł"
"ŚLĄSKIE";"IV kwartał";"2011";4048.62;"zł"
"ŚLĄSKIE";"IV kwartał";"2012";4274.46;"zł"
"ŚLĄSKIE";"IV kwartał";"2013";4412.86;"zł"
"ŚLĄSKIE";"IV kwartał";"2014";4458.74;"zł"
"ŚLĄSKIE";"IV kwartał";"2015";4557.09;"zł"
"ŚLĄSKIE";"IV kwartał";"2016";4534.95;"zł"
"ŚLĄSKIE";"IV kwartał";"2017";4842.99;"zł"
"ŚLĄSKIE";"IV kwartał";"2018";5254.44;"zł"
"ŚLĄSKIE";"IV kwartał";"2019";5574.69;"zł"
"ŚLĄSKIE";"IV kwartał";"2020";5951.15;"zł"
"ŚLĄSKIE";"IV kwartał";"2021";6392.21;"zł"
"ŚLĄSKIE";"IV kwartał";"2022";7282.82;"zł"
"ŚLĄSKIE";"IV kwartał";"2023";;"zł"
"ŚLĄSKIE";"rok";"2005";2623.85;"zł"
"ŚLĄSKIE";"rok";"2006";2774.16;"zł"
"ŚLĄSKIE";"rok";"2007";2997.19;"zł"
"ŚLĄSKIE";"rok";"2008";3346.78;"zł"
"ŚLĄSKIE";"rok";"2009";3485.69;"zł"
"ŚLĄSKIE";"rok";"2010";3633.80;"zł"
"ŚLĄSKIE";"rok";"2011";3836.50;"zł"
"ŚLĄSKIE";"rok";"2012";3998.81;"zł"
"ŚLĄSKIE";"rok";"2013";4095.87;"zł"
"ŚLĄSKIE";"rok";"2014";4188.79;"zł"
"ŚLĄSKIE";"rok";"2015";4292.30;"zł"
"ŚLĄSKIE";"rok";"2016";4355.27;"zł"
"ŚLĄSKIE";"rok";"2017";4556.51;"zł"
"ŚLĄSKIE";"rok";"2018";4907.27;"zł"
"ŚLĄSKIE";"rok";"2019";5262.42;"zł"
"ŚLĄSKIE";"rok";"2020";5509.09;"zł"
"ŚLĄSKIE";"rok";"2021";5967.00;"zł"
"ŚLĄSKIE";"rok";"2022";6769.88;"zł"
"ŚLĄSKIE";"rok";"2023";;"zł"
"ŚWIĘTOKRZYSKIE";"I kwartał";"2005";2282.48;"zł"
"ŚWIĘTOKRZYSKIE";"I kwartał";"2006";2346.24;"zł"
"ŚWIĘTOKRZYSKIE";"I kwartał";"2007";2518.31;"zł"
"ŚWIĘTOKRZYSKIE";"I kwartał";"2008";2797.31;"zł"
"ŚWIĘTOKRZYSKIE";"I kwartał";"2009";3002.00;"zł"
"ŚWIĘTOKRZYSKIE";"I kwartał";"2010";3167.51;"zł"
"ŚWIĘTOKRZYSKIE";"I kwartał";"2011";3311.43;"zł"
"ŚWIĘTOKRZYSKIE";"I kwartał";"2012";3507.62;"zł"
"ŚWIĘTOKRZYSKIE";"I kwartał";"2013";3557.34;"zł"
"ŚWIĘTOKRZYSKIE";"I kwartał";"2014";3667.42;"zł"
"ŚWIĘTOKRZYSKIE";"I kwartał";"2015";3830.81;"zł"
"ŚWIĘTOKRZYSKIE";"I kwartał";"2016";3902.65;"zł"
"ŚWIĘTOKRZYSKIE";"I kwartał";"2017";4072.82;"zł"
"ŚWIĘTOKRZYSKIE";"I kwartał";"2018";4335.69;"zł"
"ŚWIĘTOKRZYSKIE";"I kwartał";"2019";4612.78;"zł"
"ŚWIĘTOKRZYSKIE";"I kwartał";"2020";4979.49;"zł"
"ŚWIĘTOKRZYSKIE";"I kwartał";"2021";5424.75;"zł"
"ŚWIĘTOKRZYSKIE";"I kwartał";"2022";5791.36;"zł"
"ŚWIĘTOKRZYSKIE";"I kwartał";"2023";6604.59;"zł"
"ŚWIĘTOKRZYSKIE";"II kwartał";"2005";2128.03;"zł"
"ŚWIĘTOKRZYSKIE";"II kwartał";"2006";2211.58;"zł"
"ŚWIĘTOKRZYSKIE";"II kwartał";"2007";2458.58;"zł"
"ŚWIĘTOKRZYSKIE";"II kwartał";"2008";2728.18;"zł"
"ŚWIĘTOKRZYSKIE";"II kwartał";"2009";2939.10;"zł"
"ŚWIĘTOKRZYSKIE";"II kwartał";"2010";2998.66;"zł"
"ŚWIĘTOKRZYSKIE";"II kwartał";"2011";3134.63;"zł"
"ŚWIĘTOKRZYSKIE";"II kwartał";"2012";3367.34;"zł"
"ŚWIĘTOKRZYSKIE";"II kwartał";"2013";3293.91;"zł"
"ŚWIĘTOKRZYSKIE";"II kwartał";"2014";3411.98;"zł"
"ŚWIĘTOKRZYSKIE";"II kwartał";"2015";3529.25;"zł"
"ŚWIĘTOKRZYSKIE";"II kwartał";"2016";3652.15;"zł"
"ŚWIĘTOKRZYSKIE";"II kwartał";"2017";3854.28;"zł"
"ŚWIĘTOKRZYSKIE";"II kwartał";"2018";4118.90;"zł"
"ŚWIĘTOKRZYSKIE";"II kwartał";"2019";4418.01;"zł"
"ŚWIĘTOKRZYSKIE";"II kwartał";"2020";4547.55;"zł"
"ŚWIĘTOKRZYSKIE";"II kwartał";"2021";5098.53;"zł"
"ŚWIĘTOKRZYSKIE";"II kwartał";"2022";5574.86;"zł"
"ŚWIĘTOKRZYSKIE";"II kwartał";"2023";;"zł"
"ŚWIĘTOKRZYSKIE";"III kwartał";"2005";2171.09;"zł"
"ŚWIĘTOKRZYSKIE";"III kwartał";"2006";2266.35;"zł"
"ŚWIĘTOKRZYSKIE";"III kwartał";"2007";2478.72;"zł"
"ŚWIĘTOKRZYSKIE";"III kwartał";"2008";2817.65;"zł"
"ŚWIĘTOKRZYSKIE";"III kwartał";"2009";2930.95;"zł"
"ŚWIĘTOKRZYSKIE";"III kwartał";"2010";3022.56;"zł"
"ŚWIĘTOKRZYSKIE";"III kwartał";"2011";3197.34;"zł"
"ŚWIĘTOKRZYSKIE";"III kwartał";"2012";3301.42;"zł"
"ŚWIĘTOKRZYSKIE";"III kwartał";"2013";3390.51;"zł"
"ŚWIĘTOKRZYSKIE";"III kwartał";"2014";3476.22;"zł"
"ŚWIĘTOKRZYSKIE";"III kwartał";"2015";3597.98;"zł"
"ŚWIĘTOKRZYSKIE";"III kwartał";"2016";3723.09;"zł"
"ŚWIĘTOKRZYSKIE";"III kwartał";"2017";3920.85;"zł"
"ŚWIĘTOKRZYSKIE";"III kwartał";"2018";4226.84;"zł"
"ŚWIĘTOKRZYSKIE";"III kwartał";"2019";4529.34;"zł"
"ŚWIĘTOKRZYSKIE";"III kwartał";"2020";4885.97;"zł"
"ŚWIĘTOKRZYSKIE";"III kwartał";"2021";5300.15;"zł"
"ŚWIĘTOKRZYSKIE";"III kwartał";"2022";5916.52;"zł"
"ŚWIĘTOKRZYSKIE";"III kwartał";"2023";;"zł"
"ŚWIĘTOKRZYSKIE";"IV kwartał";"2005";2209.58;"zł"
"ŚWIĘTOKRZYSKIE";"IV kwartał";"2006";2439.59;"zł"
"ŚWIĘTOKRZYSKIE";"IV kwartał";"2007";2648.91;"zł"
"ŚWIĘTOKRZYSKIE";"IV kwartał";"2008";2949.23;"zł"
"ŚWIĘTOKRZYSKIE";"IV kwartał";"2009";3027.52;"zł"
"ŚWIĘTOKRZYSKIE";"IV kwartał";"2010";3200.59;"zł"
"ŚWIĘTOKRZYSKIE";"IV kwartał";"2011";3325.54;"zł"
"ŚWIĘTOKRZYSKIE";"IV kwartał";"2012";3446.31;"zł"
"ŚWIĘTOKRZYSKIE";"IV kwartał";"2013";3517.19;"zł"
"ŚWIĘTOKRZYSKIE";"IV kwartał";"2014";3581.68;"zł"
"ŚWIĘTOKRZYSKIE";"IV kwartał";"2015";3790.89;"zł"
"ŚWIĘTOKRZYSKIE";"IV kwartał";"2016";3903.62;"zł"
"ŚWIĘTOKRZYSKIE";"IV kwartał";"2017";4177.71;"zł"
"ŚWIĘTOKRZYSKIE";"IV kwartał";"2018";4438.58;"zł"
"ŚWIĘTOKRZYSKIE";"IV kwartał";"2019";4780.91;"zł"
"ŚWIĘTOKRZYSKIE";"IV kwartał";"2020";5029.82;"zł"
"ŚWIĘTOKRZYSKIE";"IV kwartał";"2021";5452.01;"zł"
"ŚWIĘTOKRZYSKIE";"IV kwartał";"2022";6048.64;"zł"
"ŚWIĘTOKRZYSKIE";"IV kwartał";"2023";;"zł"
"ŚWIĘTOKRZYSKIE";"rok";"2005";2197.98;"zł"
"ŚWIĘTOKRZYSKIE";"rok";"2006";2316.54;"zł"
"ŚWIĘTOKRZYSKIE";"rok";"2007";2526.84;"zł"
"ŚWIĘTOKRZYSKIE";"rok";"2008";2823.29;"zł"
"ŚWIĘTOKRZYSKIE";"rok";"2009";2974.96;"zł"
"ŚWIĘTOKRZYSKIE";"rok";"2010";3097.65;"zł"
"ŚWIĘTOKRZYSKIE";"rok";"2011";3242.24;"zł"
"ŚWIĘTOKRZYSKIE";"rok";"2012";3371.26;"zł"
"ŚWIĘTOKRZYSKIE";"rok";"2013";3439.92;"zł"
"ŚWIĘTOKRZYSKIE";"rok";"2014";3534.56;"zł"
"ŚWIĘTOKRZYSKIE";"rok";"2015";3687.55;"zł"
"ŚWIĘTOKRZYSKIE";"rok";"2016";3795.73;"zł"
"ŚWIĘTOKRZYSKIE";"rok";"2017";4006.63;"zł"
"ŚWIĘTOKRZYSKIE";"rok";"2018";4280.87;"zł"
"ŚWIĘTOKRZYSKIE";"rok";"2019";4583.57;"zł"
"ŚWIĘTOKRZYSKIE";"rok";"2020";4861.76;"zł"
"ŚWIĘTOKRZYSKIE";"rok";"2021";5318.88;"zł"
"ŚWIĘTOKRZYSKIE";"rok";"2022";5833.39;"zł"
"ŚWIĘTOKRZYSKIE";"rok";"2023";;"zł"
"WARMIŃSKO-MAZURSKIE";"I kwartał";"2005";2206.43;"zł"
"WARMIŃSKO-MAZURSKIE";"I kwartał";"2006";2299.12;"zł"
"WARMIŃSKO-MAZURSKIE";"I kwartał";"2007";2455.92;"zł"
"WARMIŃSKO-MAZURSKIE";"I kwartał";"2008";2712.89;"zł"
"WARMIŃSKO-MAZURSKIE";"I kwartał";"2009";2891.54;"zł"
"WARMIŃSKO-MAZURSKIE";"I kwartał";"2010";3080.77;"zł"
"WARMIŃSKO-MAZURSKIE";"I kwartał";"2011";3212.36;"zł"
"WARMIŃSKO-MAZURSKIE";"I kwartał";"2012";3395.66;"zł"
"WARMIŃSKO-MAZURSKIE";"I kwartał";"2013";3469.44;"zł"
"WARMIŃSKO-MAZURSKIE";"I kwartał";"2014";3606.66;"zł"
"WARMIŃSKO-MAZURSKIE";"I kwartał";"2015";3739.61;"zł"
"WARMIŃSKO-MAZURSKIE";"I kwartał";"2016";3841.74;"zł"
"WARMIŃSKO-MAZURSKIE";"I kwartał";"2017";4002.90;"zł"
"WARMIŃSKO-MAZURSKIE";"I kwartał";"2018";4188.44;"zł"
"WARMIŃSKO-MAZURSKIE";"I kwartał";"2019";4477.33;"zł"
"WARMIŃSKO-MAZURSKIE";"I kwartał";"2020";4855.89;"zł"
"WARMIŃSKO-MAZURSKIE";"I kwartał";"2021";5309.60;"zł"
"WARMIŃSKO-MAZURSKIE";"I kwartał";"2022";5715.54;"zł"
"WARMIŃSKO-MAZURSKIE";"I kwartał";"2023";6495.20;"zł"
"WARMIŃSKO-MAZURSKIE";"II kwartał";"2005";2069.45;"zł"
"WARMIŃSKO-MAZURSKIE";"II kwartał";"2006";2132.59;"zł"
"WARMIŃSKO-MAZURSKIE";"II kwartał";"2007";2348.53;"zł"
"WARMIŃSKO-MAZURSKIE";"II kwartał";"2008";2618.17;"zł"
"WARMIŃSKO-MAZURSKIE";"II kwartał";"2009";2731.43;"zł"
"WARMIŃSKO-MAZURSKIE";"II kwartał";"2010";2825.99;"zł"
"WARMIŃSKO-MAZURSKIE";"II kwartał";"2011";2980.71;"zł"
"WARMIŃSKO-MAZURSKIE";"II kwartał";"2012";3253.42;"zł"
"WARMIŃSKO-MAZURSKIE";"II kwartał";"2013";3218.15;"zł"
